Source Title,Authors,Year,Journal/Publisher,DOI/URL,Database/Source,Citations,Search Keywords
Sensors and Sensor Fusion in Autonomous Vehicles,Jelena Kocić; Nenad Jovičić; Vujo Drndarević,2018,2018 26th Telecommunications Forum (TELFOR),10.1109/TELFOR.2018.8612054,google scholar,157,autonomous vehicles sensor fusion
Deep Learning Sensor Fusion for Autonomous Vehicle Perception and Localization: A Review,"Fayyad, J.; Jaradat, M.A.; Gruyer, D.; Najjaran, H. ",2020,"Sensors 2020, 20, 4220",https://doi.org/10.3390/s20154220,google scholar,301,autonomous vehicles sensor fusion
Real-Time Hybrid Multi-Sensor Fusion Framework for Perception in Autonomous Vehicles,"Shahian Jahromi, B.; Tulabandhula, T.; Cetin, S. ",2019,"Sensors 2019, 19, 4357",https://doi.org/10.3390/s19204357 ,google scholar,138,autonomous vehicles sensor fusion
On the Integration of Enabling Wireless Technologies and Sensor Fusion for Next-Generation Connected and Autonomous Vehicles,Faran Awais Butt; Jawwad Nasar Chattha; Jameel Ahmad; Muhammad Umer Zia; Muhammad Rizwan; Ijaz Haider Naqvi,2023,IEEE Access ( Volume: 10) ,10.1109/ACCESS.2022.3145972,google scholar,48,autonomous vehicles sensor fusion
Multi-Sensor Fusion for Navigation and Mapping in Autonomous Vehicles: Accurate Localization in Urban Environments,"Qingqing Li
, Jorge Peña Queralta
, Tuan Nguyen Gia
, Zhuo Zou
, and Tomi Westerlund",2020," Unmanned SystemsVol. 08, No. 03, pp. 229-237 (2020) ",https://doi.org/10.1142/S2301385020500168,google scholar,60,autonomous vehicles sensor fusion
Insights and Strategies for an Autonomous Vehicle With a Sensor Fusion Innovation: A Fictional Outlook,Farrukh Hafeez; Usman Ullah Sheikh; Nasser Alkhaldi; Hassan Zuhair Al Garni; Zeeshan Ahmad Arfeen; Saifulnizam A. Khalid,2020,IEEE Access ( Volume: 8) ,10.1109/ACCESS.2020.3010940,google scholar,19,autonomous vehicles sensor fusion
"Literature survey for autonomous vehicles: sensor fusion, computer vision, system identification and fault tolerance","Amr Mohamed
, Jing Ren
, Moustafa El-Gindy
, Haoxiang Lang
 and A.N. Ouda",2018,"International Journal of Automation and ControlVol. 12, No. 4",https://doi.org/10.1504/IJAAC.2018.095104,google scholar,0,autonomous vehicles sensor fusion
Kalman-filter-based sensor fusion applied to road-objects detection and tracking for autonomous vehicles,Farag W.,2021,"Proceedings of the Institution of Mechanical Engineers, Part I: Journal of Systems and Control Engineering Volume 235, Issue 7

",https://doi.org/10.1177/0959651820975523,google scholar,21,autonomous vehicles sensor fusion
A Sensor-Fusion Drivable-Region and Lane-Detection System for Autonomous Vehicle Navigation in Challenging Road Scenarios,Qingquan Li; Long Chen; Ming Li; Shih-Lung Shaw; Andreas Nüchter,2013,"IEEE Transactions on Vehicular Technology ( Volume: 63, Issue: 2, February 2014) ",10.1109/TVT.2013.2281199,google scholar,303,autonomous vehicles sensor fusion
Planning and Decision-Making for Autonomous Vehicles," Wilko Schwarting1, Javier Alonso-Mora2, and Daniela Rus1 ",2018," Annual Review of Control, Robotics, and Autonomous Systems Volume 1, 2018 ",https://doi.org/10.1146/annurev-control-060117-105157,google scholar,0,autonomous vehicles planning
"Perception, Planning, Control, and Coordination for Autonomous Vehicles",Scott Drew Pendleton et al.,2017,"Machines 2017, 5(1), 6;",https://doi.org/10.3390/machines5010006,google scholar,477,autonomous vehicles planning
Path planning for autonomous vehicles using model predictive control,Chang Liu; Seungho Lee; Scott Varnhagen; H. Eric Tseng,2017,2017 IEEE Intelligent Vehicles Symposium (IV),10.1109/IVS.2017.7995716,google scholar,128,autonomous vehicles planning
Dynamic motion planning of autonomous vehicles,Z. Shiller and Y. . -R. Gwo,1991,"IEEE Transactions on Robotics and Automation, vol. 7, no. 2, pp. 241-249",10.1109/70.75906,google scholar,216,autonomous vehicles planning
Safe trajectory planning of autonomous vehicles,"Schouwenaars, Tom",2006,,http://hdl.handle.net/1721.1/35298,google scholar,143,autonomous vehicles planning
Hierarchical Game-Theoretic Planning for Autonomous Vehicles,Jaime F. Fisac; Eli Bronstein; Elis Stefansson; Dorsa Sadigh; S. Shankar Sastry; Anca D. Dragan,2019,2019 International Conference on Robotics and Automation (ICRA),10.1109/ICRA.2019.8794007,google scholar,113,autonomous vehicles planning
Planning and Decision-making for Connected Autonomous Vehicles at Road Intersections: A Review,"Shen Li, Keqi Shu, Chaoyi Chen & Dongpu Cao",2021,"Chinese Journal of Mechanical Engineering Volume 34, article number 133",10.1186/s10033-021-00639-3,google scholar,42,autonomous vehicles planning
Recent advances in motion and behavior planning techniques for software architecture of autonomous vehicles: A state-of-the-art survey,"Omveer Sharma, N.C. Sahoo, N.B. Puhan",2021,"Engineering Applications of Artificial Intelligence
Volume 101, May 2021, 104211",https://doi.org/10.1016/j.engappai.2021.104211,google scholar,0,autonomous vehicles planning
Guidance and Path-Planning Systems for Autonomous Vehicles,"Lekkas, Anastasios M.",2014,"Norges teknisk-naturvitenskapelige universitet, Fakultet for informasjonsteknologi, matematikk og elektroteknikk, Institutt for teknisk kybernetikk",http://hdl.handle.net/11250/261188,google scholar,104,autonomous vehicles planning
"Sociomobility of the 21st century: Autonomous vehicles, planning, and the future city","Eva Kassens-Noor, Dana Dake, Travis Decaminada, Zeenat Kotval-K, Teresa Qu, Mark Wilson, Brian Pentland",2020,"Transport Policy
Volume 99, December 2020, Pages 329-335",https://doi.org/10.1016/j.tranpol.2020.08.022,google scholar,0,autonomous vehicles planning
"Perception, Planning, Control, and Coordination for Autonomous Vehicles",Scott Drew Pendleton et al.,2017,"Machines 2017, 5(1), 6;",https://doi.org/10.3390/machines5010006,google scholar,477,autonomous vehicles control
Autonomous vehicles control in the VisLab Intercontinental Autonomous Challenge,"A. Broggi, P. Medici, P. Zani, A. Coati, M. Panciroli",2012,"Annual Reviews in Control
Volume 36, Issue 1, April 2012, Pages 161-171",https://doi.org/10.1016/j.arcontrol.2012.03.012,google scholar,0,autonomous vehicles control
"A Review on Autonomous Vehicles: Progress, Methods and Challenges","Darsh Parekh,  Nishi Poddar et. al",2022,"Electronics 2022, 11(14), 2162",https://doi.org/10.3390/electronics11142162,google scholar,213,autonomous vehicles control
Control Strategies for Autonomous Vehicles,"Chinmay Vilas Samak, Tanmay Vilas Samak, Sivanathan Kandhasamy",2021,Autonomous Driving and Advanced Driver-Assistance Systems (ADAS),10.1201/9781003048381-3,google scholar,0,autonomous vehicles control
An Open Approach to Autonomous Vehicles,Shinpei Kato; Eijiro Takeuchi; Yoshio Ishiguro; Yoshiki Ninomiya; Kazuya Takeda; Tsuyoshi Hamada,2015,"IEEE Micro ( Volume: 35, Issue: 6, Nov.-Dec. 2015) ",10.1109/MM.2015.133,google scholar,417,autonomous vehicles control
A Survey of Deep Learning Applications to Autonomous Vehicle Control,Sampo Kuutti; Richard Bowden; Yaochu Jin; Phil Barber; Saber Fallah,2020,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 22, Issue: 2, February 2021) ",10.1109/TITS.2019.2962338,google scholar,402,autonomous vehicles control
Control Architecture Design for Autonomous Vehicles,Karl Berntorp; Tru Hoang; Rien Quirynen; Stefano Di Cairano,2018,2018 IEEE Conference on Control Technology and Applications (CCTA),10.1109/CCTA.2018.8511371,google scholar,30,autonomous vehicles control
No access,-,0,-,-,google scholar,0,autonomous vehicles control
Autonomous vehicle control at the limits of handling,"Krisada Kritayakirana
 and J. Christian Gerdes",2013,"International Journal of Vehicle Autonomous SystemsVol. 10, No. 4",https://doi.org/10.1504/IJVAS.2012.051270,google scholar,0,autonomous vehicles control
Cooperative Control of Dynamical Systems With Application to Autonomous Vehicles,Zhihua Qu; Jing Wang; Richard A. Hull,2008,"IEEE Transactions on Automatic Control ( Volume: 53, Issue: 4, May 2008) ",10.1109/TAC.2008.920232,google scholar,324,autonomous vehicles control
Designing Human-Machine Interface for Autonomous Vehicles,"S. Debernard *, C. Chauvin **, R. Pokam ***, S. Langlois ****",2016,"IFAC-PapersOnLine
Volume 49, Issue 19, 2016, Pages 609-614",https://doi.org/10.1016/j.ifacol.2016.10.629,google scholar,9,autonomous vehicles human–machine interaction
From automation to autonomy and autonomous vehicles: challenges and opportunities for human-computer interaction,Wei Xu,2020,"Interactions, Volume 28, Issue 1",https://doi.org/10.1145/3434580,google scholar,48,autonomous vehicles human–machine interaction
Human-Machine Interaction for Vehicles: Review and Outlook, Andrew L. Kun,2018,Foundations and Trends® in Human–Computer Interaction > Vol 11 > Issue 4 ,http://dx.doi.org/10.1561/1100000069,google scholar,0,autonomous vehicles human–machine interaction
Human-Machine Interaction for Autonomous Vehicles: A Review,Jiehuang Zhang et. al.,2021,Social Computing and Social Media: Experience Design and Social Network Analysis,10.1007/978-3-030-77626-8_13,google scholar,7,autonomous vehicles human–machine interaction
From semi to fully autonomous vehicles: New emerging risks and ethico-legal challenges for human-machine interactions,"Thierry Bellet a, Martin Cunneen b, Martin Mullins b, Finbarr Murphy b, Fabian Pütz b, Florian Spickermann b, Claudia Braendle c, Martina Felicitas Baumann",2019,"Transportation Research Part F: Traffic Psychology and Behaviour
Volume 63, May 2019, Pages 153-164",https://doi.org/10.1016/j.trf.2019.04.004,google scholar,5,autonomous vehicles human–machine interaction
The Best Rated Human–Machine Interface Design for Autonomous Vehicles in the 2016 Grand Cooperative Driving Challenge,Ola Benderius; Christian Berger; Victor Malmsten Lundgren,2017,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 19, Issue: 4, April 2018)",10.1109/TITS.2017.2749970,google scholar,56,autonomous vehicles human–machine interaction
A Hidden Markov Framework to Capture Human–Machine Interaction in Automated Vehicles,"Christian P. Janssen
, Linda Ng Boyle
, Andrew L. Kun
, Wendy Ju
& Lewis L. Chuang",2019,"Volume 35, 2019 - Issue 11: Human-System Cooperation in Automated Driving ",https://doi.org/10.1080/10447318.2018.1561789,google scholar,19,autonomous vehicles human–machine interaction
A Human-Machine Interface for Cooperative Highly Automated Driving,"Neville A. Stanton, Steven Landry, Giuseppe Di Bucchianico, Andrea Vallicelli",2016, Advances in Human Aspects of Transportation,10.1007/978-3-319-41682-3_49,google scholar,38,autonomous vehicles human–machine interaction
"Human–Machine Interaction in Intelligent and Connected Vehicles: A Review of Status Quo, Issues, and Opportunities",Zhengyu Tan; Ningyi Dai; Yating Su; Ruifo Zhang; Yijun Li; Di Wu,2021,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 23, Issue: 9, September 2022)",10.1109/TITS.2021.3127217,IEEE,42,autonomous vehicles human–machine interaction
Analysing the effect of gender on the human–machine interaction in level 3 automated vehicles,"Li, S., Blythe, P., Zhang, Y. et al.",2022,"Scientific Reports volume 12, Article number: 11645 (2022)",https://doi.org/10.1038/s41598-022-16045-1,google scholar,14,autonomous vehicles human–machine interaction
